"Identificador de URL";Nombre;Categorías;"Nombre de propiedad 1";"Valor de propiedad 1";"Nombre de propiedad 2";"Valor de propiedad 2";"Nombre de propiedad 3";"Valor de propiedad 3";Precio;"Precio promocional";"Peso (kg)";"Alto (cm)";"Ancho (cm)";"Profundidad (cm)";Stock;SKU;"Código de barras";"Mostrar en tienda";"Envío sin cargo";Descripción;Tags;"Título para SEO";"Descripción para SEO";Marca;"Producto Físico";"MPN (Número de pieza del fabricante)";Sexo;"Rango de edad";Costo
set-x3-vasos-dots-340cc;"SET x3 Vasos ""DOTS"" - 340cc";"Cocina > Vajilla";;;;;;;19,500.00;;0.00;0.00;0.00;0.00;19;"SKU0089 BH-001-88";;SI;NO;"<p>Descubr&iacute; el <strong>SET x3 Vasos ""DOTS""</strong>, la combinaci&oacute;n perfecta para darle un toque moderno y divertido a tu mesa. Cada vaso, con su dise&ntilde;o de puntos &uacute;nicos, est&aacute; fabricado con materiales resistentes que garantizan durabilidad y estilo. Ideales para disfrutar desde agua hasta tus bebidas favoritas con elegancia y frescura. &iexcl;Transform&aacute; tus momentos cotidianos en experiencias inolvidables con este set imprescindible!</p>";"340cc, elegante, resistente, set, vasos";"SET x3 Vasos DOTS 340cc - Diseño moderno y resistente";"Set de 3 vasos DOTS de 340cc con diseño de puntos, resistentes y elegantes. Perfectos para tus bebidas diarias. ¡Comprá ahora y renová tu mesa!";"Bambi Hogar";SI;;;;
set-x3-vasos-circles-340cc;"SET x3 Vasos ""CIRCLES"" - 340cc";"Cocina > Vajilla";;;;;;;19,500.00;;0.30;6.00;20.00;10.00;18;"SKU0088 BH-001-87";;SI;NO;"<p>Descubr&iacute; el <strong>SET x3 Vasos ""CIRCLES""</strong>, el complemento ideal para tus momentos especiales. Con un dise&ntilde;o moderno y elegante, estos vasos realzan cada sorbo, ya sea de agua, jugo o tu bebida favorita. Fabricados con materiales de alta calidad, garantizan durabilidad y resistencia. Perfectos para disfrutar con estilo y sofisticaci&oacute;n. &iexcl;Transform&aacute; tu mesa con este set imprescindible!</p>";"elegancia, resistente, set, vasos, whisky";"SET x6 Vasos de Whisky OSAKA 300cc - Elegancia y Resistencia";"Set x6 vasos de whisky OSAKA 300cc, diseño moderno y alta calidad para momentos de relax y celebración. ¡Comprá ahora y brindá con estilo!";"Bambi Hogar";SI;;;;
set-x3-parrillero;"SET x3 Parrillero";"Cocina > Vajilla, Cocina > Utensillos y organización";;;;;;;28,000.00;;0.00;0.00;0.00;0.00;15;"SKU0084 BH-001-83";;SI;NO;"<p>Descubr&iacute; el <strong>SET x3 Parrillero</strong>, el paquete esencial para quienes disfrutan del arte del asado argentino. Este set incluye tres herramientas dise&ntilde;adas para facilitar y perfeccionar cada momento junto al fuego: resistentes, ergon&oacute;micas y pensadas para un manejo c&oacute;modo y seguro. Ideal para transformar cualquier parrillada en una experiencia inolvidable. &iexcl;Llev&aacute; tu asado al pr&oacute;ximo nivel con este set imprescindible!</p>";"asado, ergonomico, parrillero, resistente, set";"SET x3 Parrillero: Kit esencial para asado argentino";"SET x3 Parrillero con herramientas resistentes y ergonómicas para asados perfectos. Elevá tu experiencia en la parrilla hoy mismo.";"Bambi Hogar";SI;;;;
espumadera-de-nylon-y-metal;"Espumadera de Nylon y Metal";"Cocina > Utensillos y organización";;;;;;;9,700.00;;0.00;0.00;0.00;0.00;;"SKU0069 BH-001-68";;SI;NO;"<p>Descubr&iacute; la <strong>Espumadera de Nylon y Metal</strong>, el utensilio esencial para cocinar con precisi&oacute;n y cuidado. Su dise&ntilde;o combina la resistencia del metal con la suavidad del nylon, ideal para manipular alimentos sin rayar tus ollas ni sartenes. Adem&aacute;s, su estructura liviana y ergon&oacute;mica brinda comodidad y control en cada uso. &iexcl;Elev&aacute; tus preparaciones y disfrut&aacute; de la cocina con esta herramienta pr&aacute;ctica y duradera!</p>";"duradera, ergonomica, espumadera, metal, nylon";"Espumadera de Nylon y Metal resistente y ergonómica";"Espumadera de nylon y metal para cocinar sin rayar tus ollas. Diseño ergonómico y durable. ¡Comprala y mejorá tu cocina ahora!";"Bambi Hogar";SI;;;;
espumadera-de-madera;"Espumadera de Madera";"Cocina > Utensillos y organización";;;;;;;9,700.00;;0.00;0.00;0.00;0.00;;"SKU0068 BH-001-67";;SI;NO;"<p>Descubrí la <strong>Espumadera de Madera</strong>, tu aliada indispensable para cocinar con precisión y estilo. Fabricada en madera natural, combina resistencia y ligereza para manipular frituras, caldos y guisos sin dañar tus ollas. Su diseño ergonómico ofrece comodidad y control en cada uso. ¡Elevá tus preparaciones culinarias con este utensilio imprescindible que aporta calidez y tradición a tu cocina!</p>";"cocina, ergonomica, madera, resistente, utensilio";"Espumadera de Madera Natural, Resistente y Ergonómica";"Espumadera de Madera natural para cocinar con precisión y estilo. Cómoda, resistente y perfecta para frituras y guisos. ¡Comprala ya!";"Bambi Hogar";SI;;;;
pisapapa-de-nylon-y-metal;"Pisapapa de Nylon y Metal";"Cocina > Utensillos y organización";;;;;;;9,700.00;;0.00;0.00;0.00;0.00;;"SKU0065 BH-001-64";;SI;NO;"<p>Descubr&iacute; el <strong>Pisapapa</strong>, la herramienta perfecta para lograr pur&eacute;s y guisos con textura ideal. Su combinaci&oacute;n de nylon resistente y metal garantiza durabilidad y eficacia en cada uso. Dise&ntilde;o ergon&oacute;mico para mayor comodidad y control al pisar. &iexcl;Transform&aacute; tus preparaciones en verdaderas delicias caseras con este imprescindible utensilio de cocina!</p>";"duradero, ergonomico, metal, nylon, pisapapa";"Pisapapa de Nylon y Metal ergonómico y resistente";"Pisapapa de nylon y metal, duradero y cómodo para purés perfectos. Mejorá tus guisos con esta herramienta esencial. ¡Compralo ya!";"Bambi Hogar";SI;;;;
cafetera-prensa-francesa-600cc;"Cafetera Prensa Francesa - 600cc";"Cocina > Café y té";;;;;;;24,000.00;;0.00;0.00;0.00;0.00;0;"SKU0055 BH-001-54";;SI;NO;"<p>Descubr&iacute; la <em>Cafetera Prensa Francesa</em>, el aliado perfecto para preparar un caf&eacute; intenso y arom&aacute;tico en minutos. Su capacidad ideal de 600cc permite compartir momentos &uacute;nicos con amigos o disfrutar de un placer personal. Con dise&ntilde;o elegante y f&aacute;cil de usar, transforma tu rutina diaria en una experiencia gourmet. &iexcl;Calidad y sabor al alcance de tu mano!</p>";"600cc, cafetera, elegante, francesa, gourmet";"Cafetera Prensa Francesa 600cc - Café Intenso y Aromático";"Disfrutá café gourmet con la Cafetera Prensa Francesa 600cc. Elegante, fácil de usar y perfecta para compartir. ¡Comprala ahora!";"Bambi Hogar";SI;;;;
set-x6-vasos-t-l-340cc;"SET x6 vasos T/L - 340cc";"Cocina > Vajilla";;;;;;;79,300.00;;0.00;0.00;0.00;0.00;0;"SKU0050 BH-001-49";;SI;NO;"<p>Descubr&iacute; el <strong>SET x6 vasos</strong>, el complemento perfecto para tus bebidas favoritas. Cada vaso ofrece una capacidad ideal de 340cc, combinando elegancia y funcionalidad en un dise&ntilde;o moderno y resistente. Ideal para compartir momentos &uacute;nicos con familia y amigos. &iexcl;Calidad y estilo para tu mesa, siempre a tu alcance!</p>";"340cc, elegante, resistente, set, vasos";"Set de 6 vasos T/L 340cc resistentes y elegantes";"Set x6 vasos 340cc, diseño moderno y funcional para compartir momentos únicos. Calidad y estilo para tu mesa. ¡Compralo ahora!";"Bambi Hogar";SI;;;;
sacacorchos-suelto-12cm;"Sacacorchos suelto - 12cm";"Cocina > Utensillos y organización";;;;;;;9,500.00;;0.00;0.00;0.00;0.00;81;"SKU0045 BH-001-44";;SI;NO;"<p>Descubr&iacute; el <strong>Sacacorchos suelto</strong> de 12 cm, una herramienta indispensable para abrir tus botellas de vino con facilidad y precisi&oacute;n. Su tama&ntilde;o compacto y dise&ntilde;o ergon&oacute;mico garantizan un agarre c&oacute;modo y un uso sencillo en cualquier ocasi&oacute;n. Ideal para quienes buscan funcionalidad y practicidad en un accesorio esencial para el hogar. &iexcl;Calidad y eficiencia al alcance de tu mano!</p>";"compacto, ergonomico, hogar, practico, sacacorchos";"Sacacorchos suelto 12 cm: práctico y ergonómico";"Sacacorchos suelto de 12 cm con diseño ergonómico para abrir botellas fácil y cómodo. ¡Compra calidad y funcionalidad hoy!";"Bambi Hogar";SI;;;;
caloventor-cccfh500;"Caloventor ""CCCFH500""";"Cocina, Baño, Living, Habitación";;;;;;;68,200.00;;0.00;0.00;0.00;0.00;4;"SKU0038 BH-001-37";;SI;NO;"<p>Descubr&iacute; el <strong>Caloventor ""CCCFH500""</strong>, la soluci&oacute;n ideal para mantener tu hogar c&aacute;lido con estilo y funcionalidad. Su dise&ntilde;o duradero y pr&aacute;ctico garantiza una experiencia confiable y lista para usar en cualquier ambiente. Disfrut&aacute; de una <strong>excelente relaci&oacute;n precio/calidad</strong>, haciendo de este calefactor la elecci&oacute;n inteligente para estar c&oacute;modo todo el a&ntilde;o. &iexcl;Calidez y eficiencia al alcance de tu mano!</p>";"calefactor, durable, eficiente, hogar, practico";"Caloventor CCCFH500: Calefactor práctico y duradero para tu hogar";"Caloventor CCCFH500 ofrece calidez y eficiencia con diseño duradero. Ideal para mantener tu hogar cómodo todo el año. ¡Compralo ya!";"Bambi Hogar";SI;;;;
caloventor-cfh420;"Caloventor ""CFH420""";"Cocina, Baño, Living, Habitación";;;;;;;51,600.00;;0.00;0.00;0.00;0.00;4;"SKU0037 BH-001-36";;SI;NO;"<p>Descubr&iacute; el&nbsp;<strong>Calefactor ""CFH420""</strong>, la combinaci&oacute;n perfecta entre&nbsp;<em>calidad, dise&ntilde;o y practicidad</em>&nbsp;para tu hogar. Su dise&ntilde;o duradero y funcional lo hace ideal para quienes buscan una soluci&oacute;n confiable y lista para usar. Adem&aacute;s, ofrece una&nbsp;<strong>excelente relaci&oacute;n precio/calidad</strong>, convirti&eacute;ndolo en la elecci&oacute;n inteligente para mantener tus ambientes c&aacute;lidos y confortables durante todo el a&ntilde;o.</p>";"calefactor, calor, durable, hogar, practico";"Caloventor CFH420: calefactor eficiente y durable";"El Caloventor CFH420 ofrece calidad, diseño y practicidad para calentar tu hogar. Compra ahora y disfruta de ambientes cálidos todo el año.";"Bambi Hogar";SI;;;;
plato-playo-con-milan-19cm-individual;"Plato Playo con ""MILAN"" - 19cm - Individual";"Cocina > Vajilla";;;;;;;10,200.00;;0.10;1.00;1.00;1.00;114;"SKU0176 BH-001-175";;SI;NO;"<p>El&nbsp;<strong>Plato Playo </strong>es el complemento ideal para servir entremeses o porciones individuales con elegancia y funcionalidad. Su tama&ntilde;o est&aacute;ndar permite presentar cada plato con estilo, ya sea como plato principal para peque&ntilde;os bocados o como plato de acompa&ntilde;amiento. Dise&ntilde;ado para realzar tus momentos gastron&oacute;micos, aporta distinci&oacute;n y practicidad a tu mesa. &iexcl;Eleg&iacute; calidad y sofisticaci&oacute;n para cada ocasi&oacute;n!</p>";"elegante, funcional, individual, plato, postre";"Plato Postre con Ala Ancha de 19cm - Elegancia y Funcionalidad";"Descubrí el Plato Postre con Ala Ancha de 19cm, ideal para servir porciones individuales con estilo. Elegí calidad y distinción para tu mesa.";"Bambi Hogar";SI;;;;
plato-playo-lisboa-black-27cm-individual;"Plato Playo ""LISBOA BLACK"" - 27cm - Individual";"Cocina > Vajilla";;;;;;;15,200.00;;0.10;1.00;1.00;1.00;62;BH-001-173;;SI;NO;"<p>El&nbsp;<strong>Plato Playo ""LISBOA BLACK""&nbsp;</strong>es la elecci&oacute;n perfecta para disfrutar tus comidas principales con estilo. Su tama&ntilde;o est&aacute;ndar ofrece el espacio ideal para servir porciones generosas de pastas, carnes, guisos o ensaladas completas sin perder elegancia. Adem&aacute;s, su dise&ntilde;o en negro aporta un toque moderno y sofisticado a tu mesa. &iexcl;Eleg&iacute; calidad y distinci&oacute;n para cada plato!</p>";"comida, elegante, moderno, negro, plato";"Plato Playo Lisboa Black 27cm: Elegancia y espacio ideal";"Disfrutá tus comidas con el Plato Playo Lisboa Black 27cm, diseño moderno en negro y espacio perfecto. ¡Elegí calidad y estilo hoy!";"Bambi Hogar";SI;;;;
fuente-rectangular-lisboa-black-30x22cm;"Fuente Rectangular ""LISBOA BLACK"" - 30x22cm";"Cocina > Vajilla";;;;;;;18,600.00;;0.10;1.00;1.00;1.00;66;"SKU0175 BH-001-174";;SI;NO;"<p>La&nbsp;<strong>Fuente Rectangular Lisboa Black</strong> es el complemento ideal para tu cocina. Con un tama&ntilde;o intermedio, es perfecta para preparar platos para 2 a 4 personas. Desde lasa&ntilde;as y pastas al horno hasta guisos, tartas y budines, su versatilidad te permite cocinar con estilo y practicidad. Adem&aacute;s, su dise&ntilde;o elegante en color negro aporta un toque moderno a tu mesa. &iexcl;Transform&aacute; tus recetas con esta fuente imprescindible!</p>";"bandejas, cocina, elegante, practica, versatil";"Fuente Rectangular Lisboa Black 30x22cm para Cocina Moderna";"Fuente Lisboa Black 30x22cm, ideal para platos 2-4 personas. Elegante, práctica y versátil. ¡Cociná con estilo y renová tu mesa!";"Bambi Hogar";SI;;;;
set-x3-sarten-de-hierro;"SET x3 Sartén de Hierro";"Cocina > Utensillos y organización";;;;;;;31,500.00;;0.10;11.00;11.00;11.00;20;"SKU0155 BH-001-154";;SI;NO;"<p>Descubr&iacute; el&nbsp;<strong>SET X3 SARTENES</strong>, un juego imprescindible para quienes buscan versatilidad y calidad en la cocina. Incluye tres piezas de diferentes tama&ntilde;os &mdash; peque&ntilde;a, mediana y grande &mdash; para que puedas preparar desde una r&aacute;pida tortilla hasta un almuerzo para toda la familia.</p>
<p>Cada sart&eacute;n est&aacute; fabricada en aluminio de alta calidad, con un&nbsp;<strong>revestimiento antiadherente de &uacute;ltima generaci&oacute;n</strong>&nbsp;que garantiza una cocci&oacute;n uniforme y sin que los alimentos se peguen. Adem&aacute;s, su limpieza es r&aacute;pida y sencilla, ideal para el ritmo de vida actual.</p>
<p>Con este set, equipar tu cocina es sin&oacute;nimo de practicidad y durabilidad. &iexcl;Llevate lo mejor para tus recetas y disfrut&aacute; cada momento al cocinar!</p>";"antiadherente, cocina, durable, practico, set";"Set x3 Sartén de Hierro: calidad y versatilidad en cocina";"Set x3 Sartén de Hierro con revestimiento antiadherente para cocción uniforme. Ideal para todo tipo de recetas. ¡Compra ahora y cocina fácil!";"Bambi Hogar";SI;;;;
kit-x50-bandeja-de-papel-para-freidora-de-aire-20x20cm;"KIT x50 Bandeja de Papel para Freidora de Aire - 20x20cm";"Cocina > Utensillos y organización";;;;;;;11,400.00;;0.10;1.00;1.00;1.00;14;"SKU0152 BH-001-151";;SI;NO;"<p>Descubr&iacute; el&nbsp;<strong>KIT x50 Bandeja de Papel para Freidora de Aire</strong>, la soluci&oacute;n perfecta para cocinar de manera pr&aacute;ctica y sin complicaciones. Estas bandejas desechables, resistentes al calor, evitan que los alimentos se peguen y mantienen tu freidora libre de grasas y residuos. Ideales para pollo, papas, vegetales y postres, hacen que cada preparaci&oacute;n sea m&aacute;s limpia y segura. &iexcl;Transform&aacute; tu cocina con comodidad y estilo!</p>";"bandejas, cocina, desechables, freidora, practico";"KIT x50 Bandejas de Papel para Freidora de Aire 20x20cm";"KIT x50 bandejas de papel para freidora, resistentes y desechables. Cocina limpio y sin residuos. ¡Compra ahora y mejora tu cocina!";"Bambi Hogar";SI;;;;
especiero-de-vidrio-y-base-de-metal;"Especiero de Vidrio y Base de metal";"Cocina > Utensillos y organización";;;;;;;17,800.00;;0.10;1.00;1.00;1.00;;"SKU0143 BH-001-142";;SI;NO;"<p>Organiz&aacute; tus especias con&nbsp;<em>estilo</em>&nbsp;y&nbsp;<em>funcionalidad</em>&nbsp;gracias a este&nbsp;<strong>especiero de vidrio con base de metal</strong>. Su tarro de vidrio transparente no solo conserva la frescura y el aroma de tus condimentos, sino que tambi&eacute;n te permite visualizar f&aacute;cilmente su contenido para una cocina siempre ordenada.</p>
<p>La base de metal s&oacute;lida garantiza estabilidad y durabilidad, asegurando que tu especiero se mantenga firme en cualquier superficie. Su dise&ntilde;o compacto y elegante es perfecto para colocar sobre encimeras, repisas o incluso para llevar a la mesa con comodidad.</p>
<p>Adem&aacute;s, su f&aacute;cil limpieza con materiales de alta calidad (vidrio y metal) hace que mantenerlo impecable sea una tarea sencilla. Ideal para almacenar hierbas, sal, pimienta y otros condimentos, este especiero es la combinaci&oacute;n perfecta de practicidad y dise&ntilde;o moderno para tu cocina.</p>
<p>&iexcl;Transform&aacute; tu espacio culinario con un toque de sofisticaci&oacute;n y orden!</p>";"cocina, especiero, metal, organizacion, vidrio";"Especiero de vidrio con base metálica: práctico y elegante";"Organizá tus especias con este especiero de vidrio y base de metal, ideal para una cocina ordenada y con estilo. ¡Compralo ahora!";"Bambi Hogar";SI;;;;
secador-de-pelo-c-accesorios-flujo-de-aire-directo;"Secador de Pelo C/Accesorios - Flujo de Aire Directo";"Belleza > Secadores de pelo";;;;;;;65,400.00;;0.10;1.00;1.00;1.00;13;"SKU0138 BH-001-137";;SI;NO;"<p>El&nbsp;<strong>Secador de Pelo con Accesorios y Flujo de Aire Directo</strong>&nbsp;revoluciona tu rutina de cuidado capilar. Su avanzada tecnolog&iacute;a de flujo de aire lineal dirige el aire de manera precisa, logrando un secado r&aacute;pido y uniforme sin da&ntilde;ar tu cabello. Disfrut&aacute; de un secado eficiente que evita el sobrecalentamiento, cuidando la salud de tu melena mientras ahorr&aacute;s tiempo. Ideal para quienes buscan resultados profesionales desde casa.</p>";"accesorios, cabello, flujo, rapido, secador";"Secador de Pelo con Accesorios y Flujo Directo - Secado Rápido";"Secador de pelo con flujo de aire directo para un secado rápido y cuidado profesional. Consigue resultados perfectos y protege tu cabello. ¡Compralo ya!";"Bambi Hogar";SI;;;;
cortador-de-verduras-de-plastico-y-mandolina-free-your-hands;"Cortador de Verduras de Plástico y Mandolina ""FREE YOUR HANDS""";"Cocina > Utensillos y organización";;;;;;;22,500.00;;0.10;8.00;4.00;3.00;40;"SKU0111 BH-001-110";;SI;NO;"<p>El&nbsp;<strong data-start=""229"" data-end=""292"">Cortador de Verduras Pl&aacute;stico / Mandolina &ldquo;Free Your Hands&rdquo;</strong>&nbsp;est&aacute; dise&ntilde;ado para hacer tus preparaciones m&aacute;s r&aacute;pidas, seguras y c&oacute;modas. Gracias a su sistema de corte manos libres, permite rebanar, picar o julianar distintos tipos de verduras sin necesidad de acercar los dedos a la cuchilla, brindando&nbsp;<strong data-start=""534"" data-end=""573"">mayor protecci&oacute;n y facilidad de uso</strong>.</p>";"cortador, mandolina, practico, seguridad, verduras";"Cortador de Verduras Mandolina Free Your Hands seguro y práctico";"Corta verduras fácilmente con la mandolina Free Your Hands. Sistema manos libres para mayor seguridad y rapidez. ¡Optimiza tu cocina hoy!";"Bambi Hogar";SI;;;;
set-x6-vasos-de-whisky-dublin-manhattan-310-ml;"SET x6 Vasos de Whisky ""DUBLIN/MANHATTAN"" - 310 ml";"Cocina > Vajilla";;;;;;;23,500.00;;0.10;1.00;1.00;1.00;36;"SKU0101 BH-001-100";;SI;NO;"<p>Descubr&iacute; el&nbsp;<strong>SET x6 Vasos de Whisky ""DUBLIN/MANHATTAN""</strong>&nbsp;con una capacidad ideal de&nbsp;<em>310 ml</em>, pensado especialmente para disfrutar tus whiskies y bebidas premium con estilo y comodidad.</p>
<p>Su dise&ntilde;o elegante y cl&aacute;sico aporta un toque sofisticado a cualquier ambiente, combinando perfectamente con diferentes estilos de decoraci&oacute;n. Adem&aacute;s, est&aacute;n fabricados en vidrio resistente que facilita la limpieza y asegura una durabilidad prolongada.</p>
<p>Este set de 6 vasos es perfecto para compartir momentos especiales con amigos o tener siempre vasos de repuesto a mano. Cada brindis ser&aacute; memorable gracias a estos vasos que realzan la experiencia de degustar tu bebida favorita.</p>
<p><strong>Brind&aacute; con estilo y convert&iacute; cada encuentro en una ocasi&oacute;n inolvidable.</strong></p>";"elegante, set, vasos, vidrio, whisky";"Set 6 Vasos de Whisky Dublin/Manhattan 310ml Elegantes";"Set x6 vasos whisky 310ml en vidrio resistente, diseño clásico ideal para disfrutar y compartir momentos con estilo. ¡Comprá ya!";"Bambi Hogar";SI;;;;
